r,squeezing_db,predicted_variance,observed_q_variance,observed_p_variance,max_covariance_error,coherent_fidelity,shots,seconds
0.3,2.6057668914195107,2.097623272188053,2.0254526019422716,2.1504545934970607,0.07217067024578139,0.6456563062257954,600,1.4312554999996792
0.6,5.211533782839021,1.6023884238244044,1.5775331745824097,1.5434545517911114,0.05893387203329303,0.7685247834990175,600,1.4004293999969377
0.9,7.817300674258532,1.3305977764431731,1.3279269335177561,1.3228520161189579,0.011477550339551772,0.8581489350995123,600,1.3663432999965153
1.2,10.423067565678043,1.181435906578825,1.1789333684299914,1.1647238141134113,0.01671209246541361,0.9168273035060777,600,1.458585200001835
1.5,13.028834457097554,1.099574136735728,1.0976484565522073,1.092480397828831,0.007093738906896796,0.9525741268224334,600,1.384146200005489
